core,BogoMIPS,Memory,RPS,p95,p99
4,108.0,8,14,141.2,223.7
4,108.0,8,13,198.4,333.7
4,108.0,8,13,183.1,320.6
4,108.0,8,13,175.9,252.2
4,108.0,8,13,159.2,262.5
4,108.0,8,13,141.2,223.7
4,108.0,8,13,141.2,242.3
4,108.0,8,13,172.5,267.8
4,108.0,8,14,228.2,361.5
4,108.0,8,13,120.3,186.8
4,108.0,8,13,149.9,267.8
4,108.0,8,13,153,247.2
4,108.0,8,13,147,242.3
4,108.0,8,14,190.6,284.3
4,108.0,8,13,219.2,340.4
4,108.0,8,14,172.5,278.7
4,108.0,8,13,202.4,340.4
4,108.0,8,14,125.2,190.6
4,108.0,8,13,202.4,314.2
4,108.0,8,14,194.4,340.4
4,108.0,8,14,162.4,273.2
4,108.0,8,14,214.9,327.1
4,108.0,8,13,153,228.2
4,108.0,8,14,172.5,295.9
4,108.0,8,14,144,242.3
4,108.0,8,14,144,262.5
4,108.0,8,14,149.9,257.3
4,108.0,8,13,144,278.7
4,108.0,8,13,149.9,252.2
4,108.0,8,12,183.1,257.3
4,108.0,8,14,147,252.2
4,108.0,8,14,144,232.8
4,108.0,8,12,202.4,333.7
4,108.0,8,13,149.9,252.2
4,108.0,8,14,153,257.3
4,108.0,8,14,108.9,183.1
4,108.0,8,13,135.7,247.2
4,108.0,8,13,156,242.3
4,108.0,8,13,242.3,327.1
4,108.0,8,14,149.9,232.8
4,108.0,8,13,153,237.5
4,108.0,8,14,138.4,198.4
4,108.0,8,14,202.4,327.1
4,108.0,8,14,162.4,214.9
4,108.0,8,14,206.5,340.4
4,108.0,8,13,165.7,257.3
4,108.0,8,14,194.4,320.6
4,108.0,8,14,135.7,219.2
4,108.0,8,12,194.4,314.2
4,108.0,8,13,172.5,273.2
4,108.0,8,13,125.2,267.8
4,108.0,8,13,162.4,267.8
4,108.0,8,13,144,219.2
4,108.0,8,14,214.9,333.7
4,108.0,8,14,206.5,320.6
4,108.0,8,12,210.6,327.1
4,108.0,8,13,219.2,354.3
4,108.0,8,13,135.7,210.6
4,108.0,8,13,135.7,237.5
4,108.0,8,14,202.4,327.1
4,108.0,8,14,153,232.8
4,108.0,8,13,194.4,333.7
4,108.0,8,13,206.5,320.6
4,108.0,8,12,141.2,273.2
4,108.0,8,13,206.5,340.4
4,108.0,8,14,141.2,219.2
4,108.0,8,14,162.4,267.8
4,108.0,8,14,144,210.6
4,108.0,8,13,144,223.7
4,108.0,8,13,147,242.3
4,108.0,8,13,149.9,257.3
4,108.0,8,13,135.7,228.2
4,108.0,8,13,147,252.2
4,108.0,8,13,113.3,206.5
4,108.0,8,13,223.7,347.3
4,108.0,8,13,153,262.5
4,108.0,8,14,202.4,320.6
4,108.0,8,14,162.4,273.2
4,108.0,8,14,159.2,252.2
4,108.0,8,13,125.2,223.7
4,108.0,8,12,198.4,340.4
4,108.0,8,13,127.8,223.7
4,108.0,8,14,179.5,278.7
4,108.0,8,13,144,228.2
4,108.0,8,13,156,278.7
4,108.0,8,14,149.9,252.2
4,108.0,8,13,153,252.2
4,108.0,8,13,190.6,284.3
4,108.0,8,14,149.9,257.3
4,108.0,8,13,162.4,273.2
4,108.0,8,14,202.4,340.4
4,108.0,8,12,125.2,206.5
4,108.0,8,12,125.2,219.2
4,108.0,8,12,198.4,361.5
4,108.0,8,14,194.4,327.1
4,108.0,8,14,159.2,237.5
4,108.0,8,14,156,247.2
4,108.0,8,13,179.5,295.9
4,108.0,8,13,153,242.3
4,108.0,8,14,228.2,354.3
4,108.0,8,13,165.7,284.3
4,108.0,8,12,156,232.8
4,108.0,8,14,175.9,278.7
4,108.0,8,14,198.4,333.7
4,108.0,8,13,156,267.8
4,108.0,8,13,214.9,354.3
4,108.0,8,13,228.2,320.6
4,108.0,8,13,210.6,320.6
4,108.0,8,12,210.6,320.6
4,108.0,8,13,198.4,320.6
4,108.0,8,14,186.8,320.6
4,108.0,8,14,156,210.6
4,108.0,8,13,159.2,232.8
4,108.0,8,13,156,252.2
4,108.0,8,14,120.3,210.6
4,108.0,8,13,149.9,252.2
4,108.0,8,14,162.4,247.2
4,108.0,8,12,206.5,327.1
4,108.0,8,13,175.9,284.3
4,108.0,8,13,232.8,347.3
4,108.0,8,13,127.8,228.2
4,108.0,8,13,219.2,340.4
4,108.0,8,13,175.9,273.2
4,108.0,8,14,223.7,347.3
4,108.0,8,13,156,247.2
4,108.0,8,14,175.9,267.8
4,108.0,8,12,194.4,301.9
4,108.0,8,12,159.2,262.5
4,108.0,8,13,147,262.5
4,108.0,8,13,186.8,284.3
4,108.0,8,13,162.4,262.5
4,108.0,8,13,202.4,327.1
4,108.0,8,14,175.9,273.2
4,108.0,8,13,169,262.5
4,108.0,8,14,202.4,320.6
4,108.0,8,14,159.2,262.5
4,108.0,8,12,202.4,327.1
4,108.0,8,12,117.9,194.4
4,108.0,8,12,156,242.3
4,108.0,8,12,149.9,237.5
4,108.0,8,13,198.4,347.3
4,108.0,8,13,223.7,327.1
4,108.0,8,14,214.9,327.1
4,108.0,8,13,127.8,232.8
4,108.0,8,14,214.9,333.7
4,108.0,8,14,198.4,327.1
4,108.0,8,13,210.6,320.6
4,108.0,8,12,169,247.2
4,108.0,8,12,144,252.2
4,108.0,8,12,183.1,278.7
4,108.0,8,13,214.9,327.1
4,108.0,8,14,162.4,262.5
4,108.0,8,14,144,219.2
4,108.0,8,13,190.6,278.7
4,108.0,8,13,223.7,327.1
4,108.0,8,14,183.1,308
4,108.0,8,14,172.5,273.2
4,108.0,8,12,138.4,228.2
4,108.0,8,13,219.2,333.7
4,108.0,8,13,214.9,340.4
4,108.0,8,13,223.7,340.4
4,108.0,8,14,228.2,347.3
4,108.0,8,14,247.2,361.5
4,108.0,8,12,153,228.2
4,108.0,8,14,144,210.6
4,108.0,8,13,159.2,262.5
4,108.0,8,13,214.9,340.4
4,108.0,8,14,125.2,210.6
4,108.0,8,12,210.6,327.1
4,108.0,8,14,149.9,267.8
4,108.0,8,14,149.9,228.2
4,108.0,8,13,219.2,327.1
4,108.0,8,14,175.9,267.8
4,108.0,8,13,202.4,327.1
4,108.0,8,13,159.2,278.7
4,108.0,8,13,169,273.2
4,108.0,8,13,169,257.3
4,108.0,8,13,214.9,327.1
4,108.0,8,13,194.4,327.1
4,108.0,8,14,144,242.3
4,108.0,8,14,190.6,295.9
4,108.0,8,13,141.2,228.2
4,108.0,8,14,228.2,333.7
4,108.0,8,14,165.7,278.7
4,108.0,8,14,219.2,327.1
4,108.0,8,14,237.5,340.4
4,108.0,8,13,172.5,242.3
4,108.0,8,12,165.7,308
4,108.0,8,13,223.7,327.1
4,108.0,8,14,165.7,284.3
4,108.0,8,14,144,228.2
4,108.0,8,13,175.9,278.7
4,108.0,8,13,149.9,257.3
4,108.0,8,14,135.7,219.2
4,108.0,8,14,156,232.8
4,108.0,8,12,125.2,194.4
4,108.0,8,13,179.5,273.2
4,108.0,8,13,223.7,361.5
4,108.0,8,13,210.6,340.4
4,108.0,8,13,159.2,273.2
4,108.0,8,14,153,252.2
4,108.0,8,13,223.7,333.7
4,108.0,8,14,206.5,327.1
4,108.0,8,14,147,242.3
4,108.0,8,14,175.9,278.7
4,108.0,8,13,141.2,237.5
4,108.0,8,13,219.2,347.3
4,108.0,8,12,141.2,247.2
4,108.0,8,13,210.6,320.6
4,108.0,8,13,156,232.8
4,108.0,8,13,219.2,340.4
4,108.0,8,14,147,223.7
4,108.0,8,13,156,257.3
4,108.0,8,14,190.6,340.4
4,108.0,8,13,141.2,262.5
4,108.0,8,13,147,262.5
4,108.0,8,13,219.2,340.4
4,108.0,8,14,159.2,257.3
4,108.0,8,14,144,206.5
4,108.0,8,13,206.5,347.3
4,108.0,8,14,210.6,314.2
4,108.0,8,13,190.6,301.9
4,108.0,8,13,219.2,320.6
4,108.0,8,14,159.2,262.5
4,108.0,8,13,175.9,252.2
4,108.0,8,14,147,232.8
4,108.0,8,13,252.2,383.8
4,108.0,8,14,141.2,247.2
4,108.0,8,13,172.5,278.7
4,108.0,8,14,198.4,301.9
4,108.0,8,14,149.9,252.2
4,108.0,8,13,210.6,320.6
4,108.0,8,13,122.7,228.2
4,108.0,8,13,141.2,232.8
4,108.0,8,13,144,252.2
4,108.0,8,13,214.9,320.6
4,108.0,8,13,198.4,320.6
4,108.0,8,13,214.9,333.7
4,108.0,8,13,219.2,354.3
4,108.0,8,14,206.5,327.1
4,108.0,8,12,228.2,333.7
4,108.0,8,14,210.6,314.2
4,108.0,8,13,169,262.5
4,108.0,8,13,169,262.5
4,108.0,8,14,159.2,242.3
4,108.0,8,13,198.4,340.4
4,108.0,8,13,165.7,237.5
4,108.0,8,13,228.2,333.7
4,108.0,8,13,202.4,327.1
4,108.0,8,13,172.5,257.3
4,108.0,8,13,214.9,340.4
4,108.0,8,13,149.9,237.5
4,108.0,8,12,135.7,219.2
4,108.0,8,13,133,232.8
4,108.0,8,13,141.2,214.9
4,108.0,8,13,159.2,262.5
4,108.0,8,13,149.9,267.8
4,108.0,8,14,156,267.8
4,108.0,8,14,194.4,284.3
4,108.0,8,14,228.2,333.7
4,108.0,8,14,198.4,308
4,108.0,8,12,194.4,320.6
4,108.0,8,13,156,242.3
4,108.0,8,13,144,228.2
4,108.0,8,13,141.2,223.7
4,108.0,8,13,214.9,314.2
4,108.0,8,13,172.5,262.5
4,108.0,8,13,144,232.8
4,108.0,8,13,214.9,347.3
4,108.0,8,14,138.4,237.5
4,108.0,8,14,147,237.5
4,108.0,8,14,147,202.4
4,108.0,8,14,219.2,333.7
4,108.0,8,13,147,214.9
4,108.0,8,14,219.2,327.1
4,108.0,8,13,125.2,219.2
4,108.0,8,13,149.9,252.2
4,108.0,8,14,202.4,320.6
4,108.0,8,14,228.2,361.5
4,108.0,8,13,198.4,327.1
4,108.0,8,13,135.7,228.2
4,108.0,8,12,214.9,320.6
4,108.0,8,13,210.6,333.7
4,108.0,8,13,214.9,340.4
4,108.0,8,13,141.2,214.9
4,108.0,8,14,219.2,340.4
4,108.0,8,12,214.9,320.6
4,108.0,8,13,210.6,327.1
4,108.0,8,13,159.2,273.2
4,108.0,8,13,144,252.2
4,108.0,8,14,130.3,232.8
4,108.0,8,14,156,252.2
4,108.0,8,13,169,267.8
4,108.0,8,13,153,252.2
4,108.0,8,13,219.2,340.4
4,108.0,8,13,198.4,327.1
4,108.0,8,14,162.4,257.3
4,108.0,8,13,162.4,267.8
4,108.0,8,13,198.4,333.7
4,108.0,8,13,206.5,333.7
4,108.0,8,12,165.7,262.5
4,108.0,8,12,156,262.5
4,108.0,8,13,202.4,314.2
4,108.0,8,14,149.9,262.5
4,108.0,8,14,169,278.7
4,108.0,8,14,232.8,320.6
4,108.0,8,13,206.5,354.3
4,108.0,8,14,153,219.2
4,108.0,8,12,202.4,327.1
4,108.0,8,13,206.5,354.3
4,108.0,8,13,194.4,327.1
4,108.0,8,14,202.4,327.1
4,108.0,8,14,237.5,340.4
4,108.0,8,13,175.9,273.2
4,108.0,8,13,120.3,214.9
4,108.0,8,12,190.6,327.1
4,108.0,8,13,162.4,284.3
4,108.0,8,13,179.5,295.9
4,108.0,8,13,159.2,284.3
4,108.0,8,13,144,223.7
4,108.0,8,14,162.4,290.1
4,108.0,8,13,169,257.3
4,108.0,8,14,219.2,354.3
4,108.0,8,13,153,262.5
4,108.0,8,14,210.6,327.1
4,108.0,8,12,206.5,320.6
4,108.0,8,13,228.2,361.5
4,108.0,8,13,153,273.2
4,108.0,8,13,162.4,273.2
4,108.0,8,14,206.5,327.1
4,108.0,8,13,206.5,333.7
4,108.0,8,13,206.5,347.3
4,108.0,8,13,210.6,340.4
4,108.0,8,12,219.2,354.3
4,108.0,8,13,169,267.8
4,108.0,8,13,228.2,327.1
4,108.0,8,14,175.9,262.5
4,108.0,8,13,186.8,278.7
4,108.0,8,13,223.7,320.6
4,108.0,8,13,175.9,262.5
4,108.0,8,14,147,242.3
4,108.0,8,14,219.2,347.3
4,108.0,8,13,198.4,333.7
4,108.0,8,13,156,228.2
4,108.0,8,12,202.4,320.6
4,108.0,8,13,165.7,278.7
4,108.0,8,13,165.7,247.2
4,108.0,8,13,162.4,267.8
4,108.0,8,13,159.2,247.2
4,108.0,8,14,156,242.3
4,108.0,8,13,198.4,340.4
4,108.0,8,13,141.2,210.6
4,108.0,8,14,153,237.5
4,108.0,8,14,186.8,320.6
4,108.0,8,14,198.4,333.7
4,108.0,8,14,125.2,232.8
4,108.0,8,12,214.9,340.4
4,108.0,8,14,147,228.2
4,108.0,8,13,202.4,327.1
4,108.0,8,14,156,273.2
4,108.0,8,14,232.8,340.4
4,108.0,8,14,206.5,340.4
4,108.0,8,14,156,262.5
4,108.0,8,13,144,242.3
4,108.0,8,14,228.2,354.3
4,108.0,8,13,162.4,262.5
4,108.0,8,14,214.9,340.4
4,108.0,8,12,147,242.3
4,108.0,8,13,127.8,237.5
4,108.0,8,12,172.5,284.3
4,108.0,8,12,165.7,262.5
4,108.0,8,13,153,273.2
4,108.0,8,13,219.2,347.3
4,108.0,8,13,210.6,314.2
4,108.0,8,13,162.4,290.1
4,108.0,8,14,153,267.8
4,108.0,8,13,172.5,278.7
4,108.0,8,13,169,242.3
4,108.0,8,13,149.9,228.2
4,108.0,8,13,135.7,210.6
4,108.0,8,13,206.5,327.1
4,108.0,8,13,141.2,252.2
4,108.0,8,13,165.7,267.8
4,108.0,8,12,202.4,340.4
4,108.0,8,12,202.4,327.1
4,108.0,8,14,156,284.3
4,108.0,8,12,198.4,308
4,108.0,8,14,172.5,320.6
4,108.0,8,14,127.8,190.6
4,108.0,8,13,175.9,278.7
4,108.0,8,13,165.7,252.2
4,108.0,8,13,156,237.5
4,108.0,8,13,162.4,247.2
4,108.0,8,13,162.4,242.3
4,108.0,8,13,228.2,354.3
4,108.0,8,14,169,237.5
4,108.0,8,13,149.9,267.8
4,108.0,8,14,156,257.3
4,108.0,8,14,175.9,273.2
4,108.0,8,14,162.4,273.2
4,108.0,8,13,214.9,333.7
4,108.0,8,14,159.2,257.3
4,108.0,8,14,202.4,333.7
4,108.0,8,13,169,257.3
4,108.0,8,13,141.2,252.2
4,108.0,8,13,179.5,278.7
4,108.0,8,14,214.9,333.7
4,108.0,8,14,210.6,347.3
4,108.0,8,13,169,252.2
4,108.0,8,13,156,214.9
4,108.0,8,13,210.6,327.1
4,108.0,8,13,130.3,228.2
4,108.0,8,12,219.2,347.3
4,108.0,8,13,162.4,267.8
4,108.0,8,13,153,267.8
4,108.0,8,14,223.7,340.4
4,108.0,8,14,141.2,228.2
4,108.0,8,14,149.9,228.2
4,108.0,8,14,219.2,327.1
4,108.0,8,14,214.9,314.2
4,108.0,8,13,202.4,327.1
4,108.0,8,14,156,273.2
4,108.0,8,14,210.6,333.7
4,108.0,8,12,206.5,314.2
4,108.0,8,12,214.9,308
4,108.0,8,14,153,257.3
4,108.0,8,13,214.9,347.3
4,108.0,8,13,206.5,333.7
4,108.0,8,14,175.9,273.2
4,108.0,8,13,198.4,333.7
4,108.0,8,14,186.8,314.2
4,108.0,8,12,162.4,257.3
4,108.0,8,13,183.1,314.2
4,108.0,8,13,162.4,284.3
4,108.0,8,13,147,232.8
4,108.0,8,13,186.8,284.3
4,108.0,8,13,144,247.2
4,108.0,8,13,153,278.7
4,108.0,8,14,206.5,340.4
4,108.0,8,14,138.4,252.2
4,108.0,8,13,159.2,262.5
4,108.0,8,14,219.2,340.4
4,108.0,8,14,219.2,327.1
4,108.0,8,13,162.4,262.5
4,108.0,8,13,135.7,219.2
4,108.0,8,13,223.7,333.7
4,108.0,8,13,210.6,340.4
4,108.0,8,13,149.9,214.9
4,108.0,8,14,162.4,237.5
4,108.0,8,14,130.3,202.4
4,108.0,8,13,162.4,247.2
4,108.0,8,13,144,237.5
4,108.0,8,14,214.9,327.1
4,108.0,8,12,223.7,333.7
4,108.0,8,12,186.8,327.1
4,108.0,8,13,149.9,284.3
4,108.0,8,13,214.9,327.1
4,108.0,8,14,138.4,232.8
4,108.0,8,13,190.6,301.9
4,108.0,8,14,156,257.3
4,108.0,8,14,202.4,320.6
4,108.0,8,13,149.9,252.2
4,108.0,8,13,206.5,340.4
4,108.0,8,13,162.4,257.3
4,108.0,8,14,210.6,327.1
4,108.0,8,12,156,262.5
4,108.0,8,12,202.4,333.7
4,108.0,8,14,130.3,242.3
4,108.0,8,14,149.9,242.3
4,108.0,8,13,214.9,354.3
4,108.0,8,13,133,186.8
4,108.0,8,13,223.7,361.5
4,108.0,8,14,153,252.2
4,108.0,8,13,141.2,257.3
4,108.0,8,13,210.6,354.3
4,108.0,8,13,149.9,232.8
4,108.0,8,13,138.4,247.2
4,108.0,8,13,159.2,290.1
4,108.0,8,14,141.2,247.2
4,108.0,8,13,147,223.7
4,108.0,8,14,223.7,340.4
4,108.0,8,13,223.7,340.4
4,108.0,8,13,206.5,347.3
4,108.0,8,13,153,237.5
4,108.0,8,13,172.5,278.7
4,108.0,8,14,144,247.2
4,108.0,8,13,206.5,333.7
4,108.0,8,13,149.9,278.7
4,108.0,8,14,169,247.2
4,108.0,8,13,162.4,257.3
4,108.0,8,13,219.2,327.1
4,108.0,8,13,175.9,273.2
4,108.0,8,13,214.9,347.3
4,108.0,8,13,149.9,273.2
4,108.0,8,14,183.1,284.3
4,108.0,8,13,219.2,347.3
4,108.0,8,14,149.9,257.3
4,108.0,8,14,149.9,232.8
4,108.0,8,13,194.4,361.5
4,108.0,8,13,162.4,262.5
4,108.0,8,14,159.2,242.3
4,108.0,8,13,202.4,327.1
4,108.0,8,14,198.4,308
4,108.0,8,14,214.9,327.1
4,108.0,8,12,210.6,327.1
4,108.0,8,13,135.7,214.9
4,108.0,8,13,228.2,333.7
4,108.0,8,14,169,284.3
4,108.0,8,14,156,273.2
4,108.0,8,13,149.9,232.8
4,108.0,8,14,156,210.6
4,108.0,8,14,219.2,320.6
4,108.0,8,14,206.5,314.2
4,108.0,8,13,223.7,327.1
4,108.0,8,14,232.8,340.4
4,108.0,8,12,202.4,327.1
4,108.0,8,13,194.4,333.7
4,108.0,8,14,214.9,347.3
4,108.0,8,13,159.2,273.2
4,108.0,8,13,153,247.2
4,108.0,8,14,247.2,354.3
4,108.0,8,13,159.2,252.2
4,108.0,8,14,194.4,327.1
4,108.0,8,13,223.7,320.6
4,108.0,8,13,219.2,347.3
4,108.0,8,12,206.5,314.2
4,108.0,8,13,194.4,333.7
4,108.0,8,13,228.2,327.1
4,108.0,8,13,186.8,273.2
4,108.0,8,14,223.7,333.7
4,108.0,8,13,147,247.2
4,108.0,8,12,210.6,333.7
4,108.0,8,13,202.4,347.3
4,108.0,8,13,206.5,333.7
4,108.0,8,14,232.8,376.2
4,108.0,8,14,214.9,327.1
4,108.0,8,13,223.7,333.7
4,108.0,8,14,159.2,257.3
4,108.0,8,12,219.2,333.7
4,108.0,8,12,237.5,340.4
4,108.0,8,12,202.4,354.3
4,108.0,8,13,206.5,347.3
4,108.0,8,13,214.9,333.7
4,108.0,8,13,149.9,219.2
4,108.0,8,13,210.6,333.7
4,108.0,8,13,237.5,376.2
4,108.0,8,13,162.4,267.8
4,108.0,8,12,179.5,308
4,108.0,8,13,223.7,361.5
4,108.0,8,13,206.5,347.3
4,108.0,8,13,223.7,333.7
4,108.0,8,14,198.4,327.1
4,108.0,8,13,223.7,327.1
4,108.0,8,12,232.8,368.8
4,108.0,8,13,149.9,273.2
4,108.0,8,13,228.2,340.4
4,108.0,8,14,127.8,198.4
4,108.0,8,13,159.2,267.8
4,108.0,8,13,202.4,340.4
4,108.0,8,14,162.4,257.3
4,108.0,8,12,162.4,232.8
4,108.0,8,13,179.5,267.8
4,108.0,8,14,228.2,340.4
4,108.0,8,13,175.9,242.3
4,108.0,8,12,223.7,347.3
4,108.0,8,13,214.9,333.7
4,108.0,8,13,144,228.2
4,108.0,8,13,202.4,320.6
4,108.0,8,13,223.7,333.7
4,108.0,8,13,206.5,333.7
4,108.0,8,14,159.2,232.8
4,108.0,8,12,202.4,333.7
4,108.0,8,13,162.4,242.3
4,108.0,8,12,202.4,314.2
4,108.0,8,13,156,284.3
4,108.0,8,14,219.2,327.1
4,108.0,8,14,202.4,333.7
4,108.0,8,14,153,262.5
4,108.0,8,13,219.2,333.7
4,108.0,8,12,210.6,333.7
4,108.0,8,14,175.9,262.5
4,108.0,8,14,156,262.5
4,108.0,8,13,228.2,340.4
4,108.0,8,13,194.4,333.7
4,108.0,8,13,162.4,267.8
4,108.0,8,13,210.6,308
4,108.0,8,12,202.4,333.7
4,108.0,8,14,198.4,327.1
4,108.0,8,14,214.9,333.7
4,108.0,8,13,162.4,278.7
4,108.0,8,14,175.9,273.2
4,108.0,8,14,149.9,247.2
4,108.0,8,14,214.9,327.1
4,108.0,8,14,202.4,333.7
4,108.0,8,12,223.7,333.7
4,108.0,8,13,194.4,327.1
4,108.0,8,13,198.4,333.7
4,108.0,8,14,219.2,327.1
4,108.0,8,13,206.5,327.1
4,108.0,8,13,194.4,295.9
4,108.0,8,14,130.3,247.2
4,108.0,8,13,172.5,273.2
4,108.0,8,12,214.9,340.4
4,108.0,8,13,219.2,333.7
4,108.0,8,14,219.2,333.7
4,108.0,8,14,172.5,284.3
4,108.0,8,14,153,257.3
4,108.0,8,13,198.4,333.7
4,108.0,8,13,190.6,314.2
4,108.0,8,14,214.9,354.3
4,108.0,8,12,228.2,327.1
4,108.0,8,12,219.2,320.6
4,108.0,8,12,162.4,278.7
4,108.0,8,13,210.6,347.3
4,108.0,8,14,219.2,340.4
4,108.0,8,13,156,267.8
4,108.0,8,14,153,252.2
4,108.0,8,13,202.4,340.4
4,108.0,8,14,153,267.8
4,108.0,8,13,219.2,347.3
4,108.0,8,14,219.2,340.4
4,108.0,8,13,183.1,273.2
4,108.0,8,14,206.5,347.3
4,108.0,8,14,153,223.7
4,108.0,8,13,156,232.8
4,108.0,8,12,206.5,333.7
4,108.0,8,13,219.2,333.7
4,108.0,8,14,165.7,262.5
4,108.0,8,14,202.4,314.2
4,108.0,8,13,228.2,361.5
4,108.0,8,13,179.5,284.3
4,108.0,8,26,391.6,487.9
4,108.0,8,26,376.2,459.5
4,108.0,8,26,314.2,399.5
4,108.0,8,26,354.3,441.5
4,108.0,8,26,383.8,459.5
4,108.0,8,26,354.3,441.5
4,108.0,8,26,376.2,459.5
4,108.0,8,26,361.5,450.4
4,108.0,8,26,354.3,424.2
4,108.0,8,26,308,391.6
4,108.0,8,25,354.3,450.4
4,108.0,8,26,391.6,468.8
4,108.0,8,25,314.2,383.8
4,108.0,8,25,354.3,450.4
4,108.0,8,25,308,383.8
4,108.0,8,25,320.6,415.8
4,108.0,8,25,361.5,450.4
4,108.0,8,25,290.1,368.8
4,108.0,8,24,314.2,415.8
4,108.0,8,24,295.9,368.8
4,108.0,8,24,347.3,424.2
4,108.0,8,24,347.3,424.2
4,108.0,8,24,368.8,459.5
4,108.0,8,25,354.3,415.8
4,108.0,8,26,376.2,478.3
4,108.0,8,26,391.6,478.3
4,108.0,8,26,376.2,450.4
4,108.0,8,25,368.8,468.8
4,108.0,8,26,354.3,459.5
4,108.0,8,26,347.3,424.2
4,108.0,8,26,415.8,497.8
4,108.0,8,26,327.1,441.5
4,108.0,8,26,361.5,459.5
4,108.0,8,26,327.1,391.6
4,108.0,8,26,327.1,407.5
4,108.0,8,26,354.3,432.7
4,108.0,8,25,314.2,407.5
4,108.0,8,25,347.3,459.5
4,108.0,8,25,273.2,354.3
4,108.0,8,25,320.6,407.5
4,108.0,8,25,290.1,383.8
4,108.0,8,25,361.5,432.7
4,108.0,8,25,361.5,450.4
4,108.0,8,25,308,391.6
4,108.0,8,25,361.5,450.4
4,108.0,8,25,347.3,424.2
4,108.0,8,25,301.9,383.8
4,108.0,8,25,347.3,432.7
4,108.0,8,25,273.2,347.3
4,108.0,8,24,295.9,376.2
4,108.0,8,24,308,383.8
4,108.0,8,24,368.8,459.5
4,108.0,8,24,407.5,487.9
4,108.0,8,24,376.2,468.8
4,108.0,8,24,354.3,441.5
4,108.0,8,24,347.3,432.7
4,108.0,8,25,354.3,441.5
4,108.0,8,25,361.5,450.4
4,108.0,8,24,347.3,432.7
4,108.0,8,25,376.2,459.5
4,108.0,8,24,284.3,354.3
4,108.0,8,24,391.6,468.8
4,108.0,8,24,391.6,468.8
4,108.0,8,24,340.4,424.2
4,108.0,8,24,368.8,459.5
4,108.0,8,24,383.8,468.8
4,108.0,8,24,391.6,478.3
4,108.0,8,25,340.4,441.5
4,108.0,8,25,376.2,459.5
4,108.0,8,25,333.7,424.2
4,108.0,8,25,407.5,487.9
4,108.0,8,25,354.3,441.5
4,108.0,8,25,308,391.6
4,108.0,8,24,308,383.8
4,108.0,8,24,383.8,468.8
4,108.0,8,26,295.9,376.2
4,108.0,8,25,368.8,468.8
4,108.0,8,26,327.1,399.5
4,108.0,8,26,361.5,450.4
4,108.0,8,26,340.4,441.5
4,108.0,8,26,308,383.8
4,108.0,8,26,368.8,468.8
4,108.0,8,26,267.8,347.3
4,108.0,8,26,354.3,441.5
4,108.0,8,25,314.2,399.5
4,108.0,8,26,340.4,441.5
4,108.0,8,25,308,399.5
4,108.0,8,25,391.6,478.3
4,108.0,8,25,361.5,450.4
4,108.0,8,25,327.1,432.7
4,108.0,8,25,347.3,459.5
4,108.0,8,26,368.8,450.4
4,108.0,8,25,320.6,407.5
4,108.0,8,25,340.4,424.2
4,108.0,8,25,308,407.5
4,108.0,8,25,301.9,391.6
4,108.0,8,25,376.2,468.8
4,108.0,8,25,376.2,459.5
4,108.0,8,25,308,391.6
4,108.0,8,25,361.5,450.4
4,108.0,8,25,347.3,424.2
4,108.0,8,25,361.5,450.4
4,108.0,8,25,347.3,450.4
4,108.0,8,25,376.2,459.5
4,108.0,8,25,308,376.2
4,108.0,8,25,247.2,327.1
4,108.0,8,24,361.5,432.7
4,108.0,8,22,301.9,391.6
4,108.0,8,21,368.8,459.5
4,108.0,8,26,257.3,347.3
4,108.0,8,25,347.3,424.2
4,108.0,8,26,262.5,361.5
4,108.0,8,26,354.3,441.5
4,108.0,8,26,308,383.8
4,108.0,8,26,354.3,459.5
4,108.0,8,25,376.2,468.8
4,108.0,8,25,290.1,368.8
4,108.0,8,25,340.4,415.8
4,108.0,8,25,361.5,441.5
4,108.0,8,25,368.8,441.5
4,108.0,8,25,376.2,450.4
4,108.0,8,25,301.9,376.2
4,108.0,8,25,361.5,468.8
4,108.0,8,25,368.8,450.4
4,108.0,8,25,361.5,441.5
4,108.0,8,24,340.4,399.5
4,108.0,8,24,273.2,354.3
4,108.0,8,24,308,391.6
4,108.0,8,23,368.8,459.5
4,108.0,8,24,354.3,468.8
4,108.0,8,24,361.5,441.5
4,108.0,8,24,368.8,441.5
4,108.0,8,24,308,383.8
4,108.0,8,24,347.3,424.2
4,108.0,8,24,354.3,450.4
4,108.0,8,24,340.4,424.2
4,108.0,8,24,383.8,459.5
4,108.0,8,24,340.4,424.2
4,108.0,8,24,399.5,468.8
4,108.0,8,24,347.3,424.2
4,108.0,8,24,278.7,361.5
4,108.0,8,24,347.3,441.5
4,108.0,8,26,327.1,407.5
4,108.0,8,26,391.6,478.3
4,108.0,8,26,320.6,383.8
4,108.0,8,26,295.9,391.6
4,108.0,8,26,368.8,459.5
4,108.0,8,26,284.3,376.2
4,108.0,8,26,347.3,459.5
4,108.0,8,26,347.3,432.7
4,108.0,8,26,383.8,468.8
4,108.0,8,26,347.3,450.4
4,108.0,8,26,295.9,383.8
4,108.0,8,26,340.4,407.5
4,108.0,8,26,376.2,441.5
4,108.0,8,25,376.2,478.3
4,108.0,8,26,308,376.2
4,108.0,8,25,376.2,459.5
4,108.0,8,26,368.8,459.5
4,108.0,8,26,361.5,468.8
4,108.0,8,26,340.4,432.7
